packet_size,packet_rate,protocol,label
4452,203,1,dos
117,64,4,icmp_flood
74,33,4,icmp_flood
73,53,1,scan
1086,42,1,normal
72,19,1,normal
107,56,4,icmp_flood
81,66,4,icmp_flood
719,30,3,normal
242,21,3,normal
179,89,3,scan
113,79,4,icmp_flood
3038,20,3,normal
120,92,2,scan
100,58,4,icmp_flood
584,9,2,normal
93,93,2,scan
3200,106,2,dos
103,12,4,icmp_flood
82,50,4,icmp_flood
1609,250,2,dos
60,28,1,normal
177,64,3,scan
95,86,1,scan
104,54,4,icmp_flood
253,19,2,normal
94,78,4,icmp_flood
641,9,3,normal
81,20,4,icmp_flood
179,82,2,scan
148,46,2,scan
50,42,1,scan
241,12,1,normal
1299,271,2,dos
123,54,2,scan
119,73,4,icmp_flood
1115,1,3,normal
143,25,1,normal
1446,231,2,dos
180,95,1,scan
1087,33,1,normal
108,16,4,icmp_flood
189,22,1,normal
118,63,3,scan
811,7,3,normal
2869,142,3,dos
3133,177,2,dos
165,86,3,scan
168,78,2,scan
100,45,4,icmp_flood
122,85,3,scan
61,4,3,normal
76,55,1,scan
80,56,4,icmp_flood
116,39,4,icmp_flood
4518,215,2,dos
2123,151,3,dos
402,7,3,normal
3393,150,1,dos
4889,138,1,dos
2317,291,3,dos
2016,54,1,normal
124,94,1,scan
255,9,1,normal
69,79,3,scan
51,57,3,scan
106,55,2,scan
3078,184,1,dos
153,20,2,normal
135,71,1,scan
167,21,3,normal
111,19,1,normal
4632,212,2,dos
45,43,1,scan
314,17,1,normal
81,54,4,icmp_flood
220,8,3,normal
238,20,2,normal
87,59,4,icmp_flood
82,42,2,scan
3527,278,1,dos
4847,53,1,normal
4566,38,3,normal
40,2,3,normal
197,73,1,scan
120,55,3,scan
1939,172,1,dos
3164,284,3,dos
1890,100,3,dos
3962,219,1,dos
63,73,1,scan
1449,282,2,dos
1004,45,3,normal
3497,171,2,dos
84,60,4,icmp_flood
2044,178,1,dos
108,22,4,icmp_flood
40,96,1,scan
147,77,3,scan
4775,55,3,normal
561,11,1,normal
1745,291,3,dos
59,47,1,scan
79,17,4,icmp_flood
99,16,4,icmp_flood
132,22,2,normal
46,84,3,scan
96,76,1,scan
45,9,1,normal
2298,57,3,normal
193,69,1,scan
87,61,4,icmp_flood
99,40,4,icmp_flood
4911,198,3,dos
83,64,4,icmp_flood
1742,188,3,dos
104,62,4,icmp_flood
567,1,2,normal
80,51,4,icmp_flood
182,70,1,scan
4934,218,2,dos
147,93,1,scan
2461,261,1,dos
118,19,4,icmp_flood
93,50,3,scan
216,27,1,normal
99,14,4,icmp_flood
110,18,4,icmp_flood
81,13,4,icmp_flood
85,67,4,icmp_flood
248,20,3,normal
90,57,4,icmp_flood
89,11,4,icmp_flood
101,15,4,icmp_flood
1313,149,3,dos
1640,255,2,dos
3308,124,2,dos
4771,148,1,dos
92,27,4,icmp_flood
170,94,3,scan
3642,173,3,dos
106,78,4,icmp_flood
60,58,3,scan
120,49,3,scan
159,54,2,scan
235,20,3,normal
111,95,2,scan
91,67,4,icmp_flood
99,58,4,icmp_flood
3344,229,2,dos
222,11,1,normal
4991,237,1,dos
61,64,2,scan
138,57,3,scan
165,83,3,scan
1677,190,1,dos
3527,296,3,dos
4597,206,2,dos
3693,257,1,dos
256,26,2,normal
895,26,3,normal
158,93,3,scan
107,52,4,icmp_flood
83,35,4,icmp_flood
148,50,1,scan
92,7,3,normal
4973,198,1,dos
1042,45,3,normal
94,64,4,icmp_flood
106,6,1,normal
114,72,3,scan
109,73,4,icmp_flood
90,71,1,scan
146,6,2,normal
3941,217,2,dos
92,51,4,icmp_flood
4067,134,3,dos
91,11,4,icmp_flood
120,37,4,icmp_flood
3798,117,3,dos
155,57,2,scan
1756,6,1,normal
3766,277,2,dos
212,26,2,normal
186,91,2,scan
86,54,1,scan
1318,174,2,dos
115,48,4,icmp_flood
4772,210,1,dos
1847,125,1,dos
100,70,3,scan
3764,158,3,dos
1200,9,1,normal
4751,42,1,normal
183,74,1,scan
926,19,2,normal
101,13,4,icmp_flood
1750,44,3,normal
108,19,4,icmp_flood
80,35,4,icmp_flood
4315,211,2,dos
121,48,2,scan
81,26,4,icmp_flood
83,18,4,icmp_flood
104,71,4,icmp_flood
100,80,4,icmp_flood
4625,237,3,dos
82,23,4,icmp_flood
83,43,4,icmp_flood
80,22,3,normal
865,27,1,normal
104,80,4,icmp_flood
808,34,3,normal
119,89,3,scan
131,68,1,scan
164,76,1,scan
740,42,3,normal
2867,136,3,dos
65,94,3,scan
83,24,4,icmp_flood
170,70,1,scan
115,64,4,icmp_flood
4275,180,2,dos
2634,218,1,dos
107,58,4,icmp_flood
74,27,4,icmp_flood
102,76,2,scan
153,24,1,normal
95,68,4,icmp_flood
53,72,2,scan
49,47,1,scan
115,38,4,icmp_flood
1530,241,2,dos
101,66,3,scan
107,57,4,icmp_flood
102,71,2,scan
190,55,3,scan
2439,281,1,dos
179,12,2,normal
143,88,2,scan
91,18,4,icmp_flood
1284,281,3,dos
86,12,4,icmp_flood
2813,236,1,dos
195,68,1,scan
101,67,4,icmp_flood
87,63,4,icmp_flood
171,99,1,scan
3265,130,3,dos
4357,275,3,dos
56,65,2,scan
1270,227,3,dos
3775,103,1,dos
874,49,3,normal
357,15,2,normal
149,79,1,scan
140,24,3,normal
92,74,4,icmp_flood
46,95,1,scan
138,78,1,scan
84,11,4,icmp_flood
113,29,4,icmp_flood
173,12,1,normal
76,42,3,scan
74,60,4,icmp_flood
87,52,4,icmp_flood
2702,35,1,normal
113,57,4,icmp_flood
88,63,4,icmp_flood
178,75,2,scan
772,22,1,normal
1525,115,3,dos
136,62,3,scan
135,79,2,scan
580,24,2,normal
2194,225,2,dos
50,63,1,scan
871,5,3,normal
276,2,1,normal
117,78,4,icmp_flood
76,19,4,icmp_flood
1924,212,3,dos
90,52,2,scan
136,6,2,normal
186,83,2,scan
102,17,4,icmp_flood
1105,21,2,normal
4461,173,1,dos
86,19,4,icmp_flood
4977,176,3,dos
70,49,2,scan
281,29,3,normal
2491,215,2,dos
4320,262,2,dos
160,93,1,scan
109,51,4,icmp_flood
3411,38,2,normal
2388,141,1,dos
56,62,3,scan
4507,127,3,dos
876,5,2,normal
78,56,4,icmp_flood
3087,192,2,dos
111,78,4,icmp_flood
279,6,2,normal
3310,51,1,normal
223,29,2,normal
2357,247,2,dos
1715,203,3,dos
1250,131,2,dos
115,93,3,scan
2223,121,1,dos
119,7,2,normal
52,44,3,scan
3085,113,1,dos
4660,190,3,dos
43,63,1,scan
266,18,3,normal
555,11,3,normal
785,19,3,normal
3346,34,3,normal
210,4,2,normal
1590,243,1,dos
101,22,4,icmp_flood
2381,166,3,dos
97,66,4,icmp_flood
110,29,4,icmp_flood
4795,270,2,dos
77,62,4,icmp_flood
3726,198,2,dos
4658,56,2,normal
3240,178,3,dos
1104,19,3,normal
179,67,1,scan
93,21,4,icmp_flood
90,29,4,icmp_flood
4287,188,2,dos
57,22,2,normal
197,1,1,normal
3348,233,2,dos
215,10,3,normal
167,76,3,scan
4755,279,1,dos
84,47,4,icmp_flood
234,5,3,normal
97,65,4,icmp_flood
108,49,4,icmp_flood
3053,258,3,dos
179,48,1,scan
101,32,4,icmp_flood
82,49,1,scan
330,6,1,normal
4172,184,1,dos
118,25,3,normal
285,15,1,normal
102,12,4,icmp_flood
103,45,3,scan
111,48,4,icmp_flood
75,75,4,icmp_flood
175,100,3,scan
2198,30,3,normal
3244,210,2,dos
149,11,2,normal
98,19,4,icmp_flood
117,32,4,icmp_flood
1750,254,3,dos
3908,241,2,dos
1081,50,1,normal
85,10,4,icmp_flood
2177,204,1,dos
151,51,1,scan
193,30,3,normal
1130,48,1,normal
3754,182,1,dos
196,43,1,scan
562,44,3,normal
2616,118,2,dos
147,45,2,scan
117,16,1,normal
456,37,3,normal
1951,285,3,dos
294,16,3,normal
120,14,4,icmp_flood
77,100,1,scan
89,41,4,icmp_flood
132,88,2,scan
4954,193,2,dos
106,94,3,scan
125,91,3,scan
195,78,3,scan
86,46,4,icmp_flood
4227,180,2,dos
610,18,3,normal
107,55,3,scan
1142,18,3,normal
102,32,4,icmp_flood
105,20,4,icmp_flood
873,28,2,normal
107,77,1,scan
2440,137,3,dos
108,33,4,icmp_flood
48,69,1,scan
260,26,1,normal
64,79,3,scan
3904,100,1,dos
3527,217,3,dos
2631,23,3,normal
3299,259,2,dos
106,76,4,icmp_flood
54,96,3,scan
107,77,1,scan
1850,125,3,dos
4439,197,2,dos
3324,153,2,dos
131,67,3,scan
91,46,4,icmp_flood
3498,163,1,dos
1220,140,3,dos
247,30,2,normal
2323,100,2,dos
4920,43,2,normal
130,46,3,scan
1502,229,3,dos
136,66,1,scan
141,97,3,scan
844,25,1,normal
108,24,4,icmp_flood
93,52,4,icmp_flood
4374,180,1,dos
142,24,2,normal
93,45,4,icmp_flood
688,38,1,normal
176,48,3,scan
4705,210,1,dos
116,56,4,icmp_flood
109,70,4,icmp_flood
3307,242,3,dos
74,93,3,scan
3908,137,3,dos
127,45,2,scan
76,37,4,icmp_flood
91,26,4,icmp_flood
86,22,4,icmp_flood
79,48,4,icmp_flood
4654,162,3,dos
109,52,4,icmp_flood
524,9,2,normal
85,80,4,icmp_flood
54,50,2,scan
3654,292,2,dos
4548,225,1,dos
138,49,3,scan
77,51,1,scan
518,33,2,normal
96,35,4,icmp_flood
828,8,2,normal
131,92,1,scan
77,34,4,icmp_flood
78,19,4,icmp_flood
98,75,4,icmp_flood
663,11,3,normal
1633,256,1,dos
2698,34,3,normal
3453,106,3,dos
1241,158,2,dos
2941,202,2,dos
1327,141,2,dos
1321,7,3,normal
102,2,1,normal
2550,133,3,dos
256,19,2,normal
180,40,3,scan
3315,221,3,dos
115,51,2,scan
119,17,4,icmp_flood
93,28,1,normal
93,30,2,normal
996,38,3,normal
92,25,4,icmp_flood
1660,32,1,normal
3228,152,1,dos
3951,245,2,dos
3515,228,3,dos
110,43,4,icmp_flood
139,12,3,normal
931,23,2,normal
2255,105,3,dos
3118,222,2,dos
1552,285,1,dos
861,31,3,normal
284,17,3,normal
79,70,4,icmp_flood
876,39,2,normal
1353,291,1,dos
4166,203,1,dos
91,14,1,normal
108,68,3,scan
73,55,3,scan
3562,286,1,dos
77,85,1,scan
2036,43,3,normal
121,73,3,scan
81,46,4,icmp_flood
160,10,1,normal
849,12,2,normal
165,66,3,scan
102,81,1,scan
2859,120,2,dos
106,10,4,icmp_flood
196,14,2,normal
104,77,4,icmp_flood
1822,113,1,dos
115,53,3,scan
93,29,4,icmp_flood
3174,43,3,normal
3293,106,2,dos
90,56,2,scan
116,15,4,icmp_flood
152,90,3,scan
2704,35,3,normal
1296,182,2,dos
118,12,4,icmp_flood
188,99,1,scan
81,45,4,icmp_flood
627,44,1,normal
3007,283,1,dos
255,10,2,normal
265,15,2,normal
138,1,3,normal
93,26,4,icmp_flood
4158,111,1,dos
108,68,4,icmp_flood
1651,161,1,dos
770,17,3,normal
4236,50,2,normal
110,22,3,normal
3328,51,1,normal
70,86,2,scan
4885,144,3,dos
123,86,3,scan
721,38,2,normal
77,71,4,icmp_flood
87,37,4,icmp_flood
169,71,1,scan
58,76,1,scan
80,38,4,icmp_flood
180,3,3,normal
428,32,1,normal
1031,9,2,normal
4025,266,1,dos
140,50,1,scan
89,54,4,icmp_flood
262,1,2,normal
173,49,2,scan
130,68,2,scan
90,79,4,icmp_flood
65,42,1,scan
82,29,4,icmp_flood
130,24,3,normal
938,4,3,normal
107,35,4,icmp_flood
106,37,4,icmp_flood
102,90,3,scan
74,28,4,icmp_flood
90,44,4,icmp_flood
190,71,3,scan
3781,240,3,dos
190,59,3,scan
3274,260,1,dos
2347,15,1,normal
93,76,4,icmp_flood
182,27,1,normal
1044,23,3,normal
4528,114,1,dos
1111,12,1,normal
2701,278,2,dos
76,32,4,icmp_flood
100,26,4,icmp_flood
198,6,1,normal
4057,128,3,dos
2386,177,1,dos
4079,225,1,dos
84,54,1,scan
1624,221,1,dos
2602,35,2,normal
2946,172,1,dos
128,94,1,scan
270,19,1,normal
108,83,1,scan
4695,199,2,dos
396,38,1,normal
4790,36,1,normal
206,3,3,normal
3550,265,2,dos
1707,279,1,dos
75,60,2,scan
90,9,1,normal
108,79,4,icmp_flood
235,19,2,normal
84,68,4,icmp_flood
193,28,1,normal
204,17,2,normal
99,93,3,scan
2735,162,2,dos
172,93,2,scan
155,12,3,normal
2367,104,3,dos
202,26,3,normal
101,28,4,icmp_flood
4793,159,3,dos
216,10,1,normal
1696,235,1,dos
67,48,2,scan
71,21,2,normal
248,22,1,normal
70,78,2,scan
2094,286,3,dos
73,97,2,scan
2179,283,2,dos
192,7,1,normal
1744,149,2,dos
4886,244,2,dos
96,21,4,icmp_flood
176,78,3,scan
124,90,3,scan
153,27,1,normal
119,69,4,icmp_flood
1070,35,1,normal
110,43,4,icmp_flood
2020,144,2,dos
4720,164,1,dos
144,94,3,scan
907,28,1,normal
975,10,1,normal
120,14,4,icmp_flood
140,77,3,scan
94,96,2,scan
42,76,2,scan
1630,297,2,dos
125,95,2,scan
4965,162,1,dos
105,72,4,icmp_flood
661,50,2,normal
4767,133,1,dos
1550,47,2,normal
81,12,4,icmp_flood
767,18,2,normal
75,75,4,icmp_flood
101,64,4,icmp_flood
110,23,1,normal
81,55,4,icmp_flood
160,91,3,scan
1483,53,2,normal
108,20,4,icmp_flood
104,69,4,icmp_flood
100,75,3,scan
1370,126,1,dos
960,26,1,normal
674,23,1,normal
108,19,4,icmp_flood
112,43,4,icmp_flood
188,22,2,normal
3237,210,2,dos
3629,194,3,dos
1327,165,3,dos
90,59,4,icmp_flood
2391,192,3,dos
76,20,4,icmp_flood
586,40,3,normal
102,66,1,scan
202,28,3,normal
154,51,3,scan
4259,276,1,dos
2791,165,1,dos
2876,45,3,normal
104,17,4,icmp_flood
123,76,2,scan
118,36,4,icmp_flood
2472,144,3,dos
48,52,1,scan
87,96,2,scan
76,45,4,icmp_flood
394,46,3,normal
679,46,1,normal
79,19,4,icmp_flood
133,9,1,normal
119,41,4,icmp_flood
4142,291,2,dos
4176,41,1,normal
111,61,4,icmp_flood
55,65,2,scan
4730,218,1,dos
188,81,2,scan
114,23,4,icmp_flood
76,19,4,icmp_flood
89,51,1,scan
99,38,4,icmp_flood
4575,221,3,dos
193,42,3,scan
249,9,1,normal
1317,3,3,normal
1075,16,3,normal
80,62,1,scan
175,13,1,normal
3656,107,2,dos
277,27,3,normal
4673,53,2,normal
59,9,1,normal
90,55,3,scan
2827,297,1,dos
115,28,2,normal
60,57,2,scan
2635,262,3,dos
212,9,1,normal
87,48,4,icmp_flood
630,27,3,normal
633,15,1,normal
87,29,4,icmp_flood
127,64,2,scan
78,66,4,icmp_flood
72,55,1,scan
214,3,2,normal
708,22,2,normal
163,23,1,normal
92,46,4,icmp_flood
197,99,1,scan
152,83,1,scan
43,46,2,scan
78,70,4,icmp_flood
116,37,4,icmp_flood
1141,46,3,normal
196,85,3,scan
100,97,3,scan
3118,190,2,dos
2998,27,1,normal
87,68,4,icmp_flood
120,73,4,icmp_flood
41,80,3,scan
4774,120,1,dos
307,43,3,normal
142,99,1,scan
175,73,2,scan
3659,220,1,dos
680,16,3,normal
3657,14,2,normal
2108,215,1,dos
3913,140,2,dos
99,65,4,icmp_flood
100,25,4,icmp_flood
82,57,3,scan
97,38,4,icmp_flood
75,36,4,icmp_flood
477,47,1,normal
163,29,3,normal
3114,290,1,dos
82,34,4,icmp_flood
120,17,4,icmp_flood
685,38,3,normal
2884,126,2,dos
164,66,1,scan
3470,151,2,dos
234,17,3,normal
3548,221,1,dos
3381,185,2,dos
97,23,4,icmp_flood
3856,197,3,dos
57,92,3,scan
107,50,4,icmp_flood
89,72,4,icmp_flood
1776,49,1,normal
105,29,4,icmp_flood
135,82,3,scan
138,64,3,scan
113,19,4,icmp_flood
683,45,1,normal
41,57,2,scan
85,48,4,icmp_flood
3560,154,3,dos
4335,174,2,dos
85,69,3,scan
3516,293,3,dos
78,73,4,icmp_flood
107,21,1,normal
99,26,4,icmp_flood
58,100,1,scan
3110,282,2,dos
112,39,4,icmp_flood
84,41,4,icmp_flood
114,9,1,normal
3333,132,2,dos
1562,293,1,dos
2708,22,3,normal
175,67,1,scan
1917,281,1,dos
191,75,3,scan
243,3,2,normal
103,30,4,icmp_flood
4281,110,2,dos
897,46,3,normal
2547,154,2,dos
61,100,3,scan
100,56,1,scan
185,6,1,normal
280,18,1,normal
1947,201,3,dos
304,1,3,normal
290,18,2,normal
859,44,1,normal
138,10,2,normal
1998,101,3,dos
76,43,4,icmp_flood
106,74,4,icmp_flood
1250,175,1,dos
113,46,4,icmp_flood
472,16,3,normal
3887,247,2,dos
83,66,4,icmp_flood
2730,121,3,dos
112,29,4,icmp_flood
1212,124,1,dos
78,61,4,icmp_flood
113,35,4,icmp_flood
940,44,1,normal
62,47,1,scan
4982,144,2,dos
187,78,3,scan
85,65,4,icmp_flood
3198,243,3,dos
118,17,4,icmp_flood
153,1,2,normal
167,56,3,scan
162,68,3,scan
4481,232,3,dos
77,54,2,scan
196,92,3,scan
1592,179,2,dos
53,91,3,scan
4673,232,3,dos
112,7,1,normal
96,76,1,scan
42,74,3,scan
2450,181,3,dos
1024,47,3,normal
77,27,4,icmp_flood
756,42,1,normal
713,16,1,normal
232,21,3,normal
2333,228,3,dos
4148,58,2,normal
117,39,4,icmp_flood
158,27,3,normal
159,78,1,scan
2582,259,3,dos
106,80,3,scan
123,46,3,scan
206,6,1,normal
66,93,2,scan
98,48,1,scan
1651,102,2,dos
71,69,2,scan
4940,191,2,dos
102,67,4,icmp_flood
157,93,2,scan
4627,279,2,dos
4854,250,3,dos
98,27,4,icmp_flood
272,2,1,normal
1957,229,1,dos
69,43,2,scan
461,5,2,normal
85,15,4,icmp_flood
1075,43,2,normal
95,36,4,icmp_flood
726,11,1,normal
58,23,3,normal
74,61,4,icmp_flood
402,29,1,normal
4733,182,2,dos
1203,46,3,normal
2711,285,1,dos
956,28,2,normal
87,42,4,icmp_flood
3076,268,1,dos
75,37,4,icmp_flood
194,94,1,scan
3416,142,3,dos
76,43,4,icmp_flood
137,53,1,scan
122,56,3,scan
182,40,3,scan
163,15,1,normal
259,4,1,normal
643,2,3,normal
4823,275,3,dos
1607,133,3,dos
155,97,1,scan
3246,284,2,dos
63,87,2,scan
112,48,4,icmp_flood
1314,172,2,dos
75,57,4,icmp_flood
57,84,1,scan
4912,103,3,dos
3272,117,1,dos
88,34,4,icmp_flood
109,56,4,icmp_flood
1582,189,2,dos
95,76,4,icmp_flood
98,80,4,icmp_flood
4472,235,1,dos
4684,220,2,dos
179,100,1,scan
149,78,2,scan
3803,145,1,dos
289,8,1,normal
4936,115,1,dos
1477,190,2,dos
2657,133,3,dos
65,49,1,scan
164,55,3,scan
87,51,4,icmp_flood
103,58,4,icmp_flood
74,33,4,icmp_flood
43,48,1,scan
107,99,2,scan
101,16,4,icmp_flood
74,29,4,icmp_flood
4237,165,1,dos
74,17,4,icmp_flood
129,52,2,scan
82,10,3,normal
187,96,2,scan
164,23,2,normal
145,18,1,normal
163,85,2,scan
116,18,3,normal
74,96,1,scan
87,77,1,scan
85,15,4,icmp_flood
210,26,2,normal
161,52,2,scan
92,44,4,icmp_flood
66,66,2,scan
1466,201,3,dos
292,15,3,normal
1512,139,1,dos
96,38,4,icmp_flood
93,70,4,icmp_flood
1596,163,1,dos
112,63,4,icmp_flood
1636,137,3,dos
80,78,4,icmp_flood
88,71,4,icmp_flood
4429,113,1,dos
132,73,2,scan
1693,175,3,dos
4690,186,3,dos
75,43,1,scan
120,41,4,icmp_flood
117,74,4,icmp_flood
197,27,1,normal
94,31,4,icmp_flood
105,62,4,icmp_flood
1314,112,2,dos
90,31,4,icmp_flood
118,33,4,icmp_flood
96,72,2,scan
2835,24,1,normal
90,68,4,icmp_flood
78,65,4,icmp_flood
2720,232,3,dos
503,39,3,normal
1361,230,1,dos
3794,260,3,dos
82,4,1,normal
1684,178,1,dos
76,12,4,icmp_flood
250,29,3,normal
119,95,1,scan
1095,29,1,normal
4166,44,2,normal
95,13,1,normal
4371,142,3,dos
86,26,4,icmp_flood
45,98,1,scan
80,75,4,icmp_flood
80,79,4,icmp_flood
97,23,4,icmp_flood
162,86,1,scan
1132,24,3,normal
727,34,2,normal
171,89,3,scan
1740,103,2,dos
106,27,4,icmp_flood
439,21,3,normal
115,68,1,scan
45,68,3,scan
2797,158,2,dos
3524,270,1,dos
157,56,2,scan
3379,125,2,dos
881,37,1,normal
2224,188,3,dos
80,58,4,icmp_flood
109,46,3,scan
2263,300,1,dos
4299,243,3,dos
92,49,4,icmp_flood
2060,283,1,dos
218,12,2,normal
117,24,4,icmp_flood
109,45,1,scan
92,64,4,icmp_flood
87,43,4,icmp_flood
3672,17,1,normal
4665,297,1,dos
580,13,3,normal
289,25,3,normal
86,75,4,icmp_flood
92,48,1,scan
101,16,4,icmp_flood
283,2,3,normal
4942,204,1,dos
93,78,4,icmp_flood
4694,121,1,dos
664,36,2,normal
59,99,1,scan
3008,295,2,dos
79,81,2,scan
1125,48,3,normal
2320,216,2,dos
1585,203,3,dos
729,15,2,normal
4748,289,3,dos
132,18,2,normal
117,50,4,icmp_flood
3203,129,2,dos
106,54,4,icmp_flood
40,61,1,scan
983,46,2,normal
183,81,3,scan
2551,264,3,dos
77,42,1,scan
923,45,1,normal
113,44,4,icmp_flood
4266,132,2,dos
4721,283,1,dos
2016,155,3,dos
77,29,4,icmp_flood
96,48,4,icmp_flood
90,71,3,scan
600,23,2,normal
110,12,2,normal
97,61,2,scan
1663,230,1,dos
178,98,2,scan
53,46,2,scan
907,32,3,normal
112,19,3,normal
92,38,4,icmp_flood
3798,261,2,dos
965,6,2,normal
179,86,1,scan
4978,219,3,dos
56,43,1,scan
2282,296,2,dos
42,21,3,normal
1611,280,3,dos
99,54,4,icmp_flood
88,39,4,icmp_flood
91,12,4,icmp_flood
4496,204,2,dos
3809,198,2,dos
180,64,3,scan
41,10,3,normal
886,10,2,normal
2645,153,2,dos
86,55,4,icmp_flood
172,51,1,scan
92,67,4,icmp_flood
110,13,3,normal
194,64,1,scan
116,55,4,icmp_flood
2463,214,2,dos
55,53,1,scan
4788,35,3,normal
94,58,4,icmp_flood
74,10,4,icmp_flood
299,3,2,normal
3515,244,2,dos
145,43,1,scan
982,10,1,normal
563,46,1,normal
435,14,3,normal
109,80,1,scan
82,21,4,icmp_flood
3342,295,2,dos
2900,130,3,dos
70,49,3,scan
4881,172,2,dos
3587,158,3,dos
74,14,4,icmp_flood
1217,34,3,normal
106,20,4,icmp_flood
63,96,2,scan
4946,119,3,dos
4659,192,1,dos
77,29,4,icmp_flood
83,95,3,scan
175,60,3,scan
544,21,3,normal
2988,234,2,dos
89,47,4,icmp_flood
65,48,2,scan
2787,132,2,dos
42,60,1,scan
104,12,4,icmp_flood
76,50,4,icmp_flood
304,46,1,normal
111,26,3,normal
162,61,3,scan
166,79,3,scan
116,93,3,scan
97,21,4,icmp_flood
4472,149,1,dos
1921,20,2,normal
78,26,4,icmp_flood
167,52,3,scan
79,65,3,scan
116,19,4,icmp_flood
2122,147,3,dos
3443,56,2,normal
84,74,4,icmp_flood
4357,102,3,dos
75,51,4,icmp_flood
3160,154,1,dos
112,77,4,icmp_flood
62,2,3,normal
89,13,4,icmp_flood
120,37,4,icmp_flood
121,26,3,normal
107,58,2,scan
91,58,3,scan
1597,116,1,dos
171,51,2,scan
106,15,4,icmp_flood
106,96,1,scan
120,42,4,icmp_flood
119,53,3,scan
123,63,3,scan
68,95,2,scan
62,52,1,scan
2704,259,2,dos
174,68,3,scan
41,50,1,scan
1627,113,2,dos
105,45,4,icmp_flood
632,1,1,normal
251,11,3,normal
79,52,4,icmp_flood
155,63,2,scan
163,19,3,normal
2302,300,1,dos
120,71,4,icmp_flood
107,63,4,icmp_flood
78,55,3,scan
1914,267,1,dos
823,17,1,normal
2094,188,1,dos
165,21,2,normal
2640,149,2,dos
1230,260,3,dos
137,65,1,scan
83,38,4,icmp_flood
101,12,4,icmp_flood
4269,38,2,normal
2895,49,3,normal
1289,135,1,dos
91,46,4,icmp_flood
73,7,3,normal
82,78,4,icmp_flood
241,17,1,normal
954,26,2,normal
177,52,2,scan
2628,184,2,dos
566,11,3,normal
98,37,4,icmp_flood
89,13,4,icmp_flood
92,11,4,icmp_flood
101,70,4,icmp_flood
104,74,4,icmp_flood
124,92,1,scan
1133,14,1,normal
3887,144,3,dos
126,72,2,scan
117,39,4,icmp_flood
95,22,3,normal
1960,123,3,dos
2835,118,1,dos
397,41,2,normal
78,54,4,icmp_flood
3819,203,2,dos
883,16,3,normal
2204,157,2,dos
80,15,4,icmp_flood
90,53,1,scan
147,100,1,scan
173,52,3,scan
114,56,1,scan
973,48,3,normal
3560,24,1,normal
2171,3,1,normal
66,3,3,normal
3247,181,2,dos
190,99,1,scan
2529,156,1,dos
3080,37,1,normal
1144,40,2,normal
82,96,2,scan
83,26,4,icmp_flood
43,60,1,scan
577,44,3,normal
3410,33,1,normal
4589,221,3,dos
2784,180,1,dos
129,47,2,scan
2985,273,2,dos
309,3,3,normal
170,98,3,scan
110,63,4,icmp_flood
145,52,3,scan
3300,254,2,dos
150,53,2,scan
191,91,2,scan
133,57,1,scan
515,11,2,normal
3332,5,3,normal
214,1,2,normal
112,59,4,icmp_flood
764,25,2,normal
104,96,1,scan
112,47,4,icmp_flood
1898,110,3,dos
296,17,1,normal
112,68,4,icmp_flood
86,28,4,icmp_flood
179,40,3,scan
616,31,1,normal
109,72,4,icmp_flood
2029,193,3,dos
1297,250,2,dos
115,50,3,scan
141,70,3,scan
685,27,2,normal
124,77,2,scan
926,2,3,normal
1470,112,1,dos
2597,285,2,dos
2611,125,2,dos
1788,56,3,normal
93,61,4,icmp_flood
123,62,3,scan
2666,25,1,normal
77,2,1,normal
2440,115,1,dos
115,12,4,icmp_flood
1735,51,1,normal
116,80,3,scan
90,72,1,scan
101,53,1,scan
3357,139,3,dos
3706,164,1,dos
88,63,2,scan
3988,283,3,dos
1030,25,3,normal
114,94,3,scan
91,50,4,icmp_flood
77,35,4,icmp_flood
2449,108,3,dos
75,62,4,icmp_flood
80,50,4,icmp_flood
3053,130,2,dos
75,41,1,scan
1189,4,1,normal
103,80,4,icmp_flood
2591,216,3,dos
107,58,4,icmp_flood
188,54,3,scan
68,66,2,scan
181,59,1,scan
132,52,2,scan
79,74,4,icmp_flood
3800,239,1,dos
98,46,4,icmp_flood
118,55,4,icmp_flood
1968,241,1,dos
3934,34,3,normal
4938,277,3,dos
2649,201,1,dos
42,88,2,scan
56,70,3,scan
445,19,2,normal
90,18,4,icmp_flood
112,51,4,icmp_flood
94,53,4,icmp_flood
80,59,4,icmp_flood
4965,262,3,dos
90,71,4,icmp_flood
142,79,3,scan
1744,183,3,dos
993,11,3,normal
214,24,3,normal
4810,60,1,normal
3922,150,2,dos
4216,108,3,dos
147,5,1,normal
172,89,1,scan
73,53,2,scan
85,16,4,icmp_flood
92,41,2,scan
113,90,3,scan
972,39,1,normal
43,72,1,scan
979,43,1,normal
117,40,4,icmp_flood
107,52,4,icmp_flood
174,46,1,scan
411,29,3,normal
79,14,4,icmp_flood
197,50,2,scan
122,18,3,normal
115,49,3,scan
4371,8,3,normal
387,18,2,normal
100,68,4,icmp_flood
116,73,3,scan
192,69,2,scan
111,42,4,icmp_flood
3486,270,1,dos
4131,299,3,dos
2773,292,1,dos
111,59,1,scan
4973,151,2,dos
195,24,3,normal
93,63,1,scan
88,70,4,icmp_flood
188,56,2,scan
101,91,3,scan
315,18,2,normal
89,47,2,scan
101,50,4,icmp_flood
113,37,4,icmp_flood
149,86,2,scan
752,46,2,normal
108,74,4,icmp_flood
52,88,2,scan
