protocol_type,src_bytes,dst_bytes,failed_logins,count,label
tcp,130,134,0,137,attack
udp,615,681,0,12,normal
tcp,4005,137,0,87,attack
udp,105,199,0,120,attack
udp,113,197,0,133,attack
tcp,132,152,0,181,attack
tcp,626,617,0,16,normal
udp,559,581,0,15,normal
tcp,426,414,0,19,normal
udp,4710,487,0,133,attack
tcp,4139,237,0,116,attack
udp,270,279,0,2,normal
tcp,287,98,0,8,normal
tcp,72,244,0,4,normal
tcp,176,314,0,10,normal
udp,1798,220,0,39,attack
tcp,113,149,0,159,attack
tcp,614,273,0,13,normal
udp,5867,451,0,110,attack
udp,271,397,0,3,normal
tcp,1819,424,0,30,attack
udp,93,108,0,8,normal
udp,87,390,0,9,normal
tcp,174,57,0,140,attack
udp,2725,608,0,40,attack
udp,256,535,0,10,normal
udp,387,418,0,23,normal
tcp,6406,348,0,104,attack
tcp,134,112,0,127,attack
tcp,925,389,0,42,attack
udp,142,85,0,128,attack
udp,287,309,0,20,normal
tcp,109,139,0,4,normal
udp,55,159,0,166,attack
tcp,7693,323,0,90,attack
tcp,87,42,0,10,normal
tcp,171,221,0,5,normal
tcp,1858,532,0,32,attack
tcp,100,63,0,132,attack
udp,201,318,0,26,normal
udp,4101,462,0,120,attack
tcp,1922,407,0,53,attack
udp,156,325,0,5,normal
tcp,309,281,0,25,normal
udp,6728,334,0,123,attack
udp,3378,458,0,81,attack
udp,825,779,0,64,attack
tcp,194,48,0,10,normal
udp,155,232,0,2,normal
tcp,7865,195,0,139,attack
udp,1319,335,0,60,attack
udp,129,51,0,3,normal
udp,5031,257,0,94,attack
udp,2219,332,0,77,attack
tcp,2397,358,0,36,attack
udp,175,79,0,129,attack
udp,473,326,0,24,normal
udp,300,299,0,2,normal
tcp,201,383,0,10,normal
udp,2362,672,0,52,attack
tcp,6334,443,0,127,attack
udp,3659,280,0,113,attack
tcp,528,209,0,29,normal
tcp,87,183,0,154,attack
udp,558,239,0,19,normal
tcp,3400,357,0,111,attack
tcp,4235,327,0,108,attack
udp,3700,113,0,88,attack
tcp,295,337,0,2,normal
tcp,161,63,0,173,attack
udp,166,189,0,161,attack
udp,5784,480,0,128,attack
udp,2901,234,0,33,attack
tcp,2429,336,0,72,attack
tcp,511,231,0,17,normal
tcp,7977,256,0,125,attack
tcp,7463,458,0,112,attack
udp,75,196,0,106,attack
tcp,303,521,0,15,normal
udp,115,133,0,119,attack
tcp,205,297,0,13,normal
tcp,2141,567,0,58,attack
tcp,289,501,0,12,normal
udp,1889,530,0,32,attack
udp,78,147,0,147,attack
tcp,2777,667,0,55,attack
tcp,4913,370,0,108,attack
udp,62,187,0,147,attack
udp,5044,138,0,84,attack
udp,4317,428,0,138,attack
udp,451,391,0,13,normal
udp,2241,355,0,36,attack
udp,81,63,0,177,attack
tcp,47,42,0,7,normal
udp,222,276,0,1,normal
tcp,7629,459,0,93,attack
udp,63,272,0,10,normal
tcp,5297,172,0,99,attack
tcp,462,508,0,17,normal
udp,6791,125,0,135,attack
tcp,2663,468,0,53,attack
tcp,598,297,0,27,normal
udp,4138,278,0,126,attack
tcp,66,50,0,179,attack
udp,1556,375,0,59,attack
udp,51,128,0,8,normal
tcp,148,149,0,1,normal
tcp,117,189,0,102,attack
tcp,54,90,0,6,normal
tcp,68,360,0,6,normal
tcp,168,196,0,141,attack
udp,175,137,0,163,attack
tcp,2110,557,0,41,attack
udp,622,249,0,28,normal
udp,6139,377,0,141,attack
udp,198,100,0,170,attack
udp,1032,476,0,70,attack
tcp,111,177,0,173,attack
udp,118,368,0,10,normal
tcp,6290,493,0,86,attack
udp,1267,591,0,47,attack
tcp,1044,210,0,52,attack
udp,629,317,0,25,normal
udp,1178,215,0,68,attack
tcp,1228,294,0,66,attack
tcp,225,215,0,8,normal
udp,180,122,0,1,normal
udp,3821,263,0,144,attack
tcp,5106,465,0,98,attack
udp,109,107,0,1,normal
tcp,1225,645,0,49,attack
udp,274,320,0,3,normal
tcp,2885,652,0,66,attack
tcp,404,678,0,14,normal
udp,2791,396,0,36,attack
udp,5531,422,0,81,attack
udp,180,93,0,10,normal
tcp,342,389,0,24,normal
tcp,278,200,0,6,normal
udp,68,102,0,122,attack
tcp,476,532,0,25,normal
udp,90,150,0,167,attack
udp,103,91,0,6,normal
udp,232,228,0,8,normal
tcp,4789,351,0,99,attack
tcp,179,112,0,158,attack
udp,81,178,0,157,attack
udp,1160,228,0,68,attack
udp,402,340,0,25,normal
udp,2880,585,0,76,attack
udp,6120,363,0,136,attack
tcp,56,171,0,177,attack
udp,175,86,0,155,attack
udp,6641,385,0,92,attack
tcp,53,71,0,7,normal
udp,1018,458,0,32,attack
tcp,2208,235,0,57,attack
udp,5087,405,0,137,attack
tcp,411,344,0,18,normal
udp,101,142,0,181,attack
tcp,61,226,0,1,normal
tcp,47,338,0,9,normal
udp,2895,314,0,59,attack
udp,247,241,0,7,normal
tcp,3119,312,0,111,attack
udp,7723,403,0,120,attack
udp,1144,637,0,57,attack
udp,238,169,0,5,normal
tcp,61,109,0,109,attack
udp,278,579,0,28,normal
udp,7618,407,0,103,attack
udp,276,390,0,9,normal
udp,192,173,0,110,attack
udp,1796,273,0,53,attack
udp,129,72,0,108,attack
udp,5270,499,0,132,attack
tcp,100,156,0,165,attack
tcp,137,245,0,10,normal
tcp,1186,484,0,40,attack
tcp,282,619,0,17,normal
tcp,1574,512,0,74,attack
tcp,276,146,0,5,normal
udp,42,88,0,2,normal
tcp,4695,402,0,125,attack
udp,257,54,0,6,normal
udp,84,198,0,113,attack
tcp,2500,557,0,60,attack
udp,121,103,0,161,attack
tcp,168,148,0,8,normal
udp,592,671,0,23,normal
tcp,1700,622,0,33,attack
tcp,1151,519,0,51,attack
tcp,383,452,0,23,normal
tcp,6635,262,0,107,attack
udp,310,682,0,26,normal
udp,2538,345,0,62,attack
tcp,477,531,0,30,normal
tcp,233,523,0,16,normal
tcp,128,61,0,152,attack
tcp,4862,413,0,115,attack
tcp,154,190,0,162,attack
tcp,649,628,0,25,normal
tcp,4674,307,0,82,attack
udp,183,55,0,160,attack
udp,1972,780,0,72,attack
udp,188,227,0,5,normal
tcp,221,81,0,3,normal
tcp,7144,119,0,95,attack
udp,7536,310,0,126,attack
tcp,1057,544,0,80,attack
tcp,112,182,0,104,attack
udp,61,172,0,160,attack
tcp,184,183,0,9,normal
udp,3358,110,0,140,attack
tcp,120,98,0,138,attack
udp,2133,752,0,55,attack
udp,228,73,0,9,normal
udp,1782,783,0,70,attack
udp,204,295,0,2,normal
tcp,143,128,0,186,attack
udp,7810,359,0,88,attack
tcp,59,168,0,8,normal
udp,147,113,0,127,attack
udp,93,247,0,8,normal
tcp,290,252,0,22,normal
udp,3712,183,0,88,attack
tcp,139,138,0,179,attack
udp,147,193,0,132,attack
udp,175,99,0,116,attack
udp,2288,550,0,75,attack
udp,233,468,0,14,normal
tcp,2001,244,0,69,attack
udp,7073,311,0,94,attack
udp,201,503,0,10,normal
udp,137,232,0,5,normal
tcp,40,332,0,10,normal
udp,2698,772,0,80,attack
tcp,103,122,0,115,attack
tcp,2336,646,0,51,attack
tcp,167,111,0,124,attack
udp,124,171,0,131,attack
tcp,2632,384,0,33,attack
tcp,452,484,0,25,normal
udp,275,273,0,5,normal
tcp,1906,507,0,51,attack
udp,109,252,0,6,normal
udp,633,402,0,24,normal
tcp,2148,529,0,30,attack
udp,2774,684,0,42,attack
tcp,3047,427,0,83,attack
udp,2778,598,0,58,attack
tcp,1525,404,0,44,attack
tcp,231,679,0,10,normal
udp,246,558,0,29,normal
tcp,1565,475,0,66,attack
tcp,2538,461,0,68,attack
udp,189,388,0,3,normal
tcp,3842,333,0,120,attack
tcp,317,655,0,16,normal
tcp,165,139,0,143,attack
tcp,7454,219,0,97,attack
udp,6798,317,0,117,attack
udp,165,156,0,126,attack
udp,1417,381,0,31,attack
tcp,7855,220,0,102,attack
tcp,63,155,0,189,attack
tcp,386,484,0,18,normal
tcp,164,332,0,6,normal
udp,396,361,0,19,normal
udp,4106,234,0,108,attack
tcp,124,80,0,154,attack
tcp,2666,720,0,47,attack
udp,692,587,0,12,normal
tcp,262,398,0,4,normal
udp,2895,303,0,40,attack
udp,278,43,0,5,normal
tcp,1524,575,0,46,attack
tcp,268,233,0,24,normal
udp,173,349,0,8,normal
tcp,6247,167,0,91,attack
tcp,197,200,0,144,attack
udp,169,115,0,151,attack
tcp,402,294,0,25,normal
udp,113,51,0,124,attack
udp,187,83,0,149,attack
udp,1909,248,0,34,attack
tcp,198,78,0,113,attack
tcp,2086,658,0,72,attack
tcp,234,104,0,4,normal
udp,4287,338,0,111,attack
tcp,281,164,0,10,normal
tcp,1440,780,0,32,attack
tcp,223,236,0,10,normal
tcp,406,644,0,25,normal
udp,112,271,0,10,normal
udp,5897,367,0,80,attack
tcp,134,164,0,10,normal
udp,398,200,0,19,normal
udp,164,151,0,2,normal
udp,231,90,0,3,normal
tcp,175,115,0,114,attack
tcp,2173,345,0,49,attack
udp,1590,297,0,32,attack
udp,566,219,0,16,normal
udp,593,578,0,11,normal
udp,274,634,0,16,normal
udp,75,127,0,122,attack
udp,147,83,0,9,normal
udp,6943,261,0,103,attack
tcp,553,339,0,28,normal
tcp,1430,575,0,32,attack
udp,52,283,0,2,normal
udp,580,538,0,20,normal
udp,285,686,0,21,normal
tcp,102,75,0,10,normal
tcp,257,120,0,8,normal
udp,481,651,0,28,normal
tcp,335,631,0,30,normal
tcp,925,407,0,75,attack
udp,78,239,0,10,normal
udp,434,486,0,17,normal
tcp,3752,194,0,120,attack
tcp,977,274,0,50,attack
tcp,895,203,0,49,attack
udp,7086,190,0,150,attack
tcp,963,375,0,36,attack
tcp,151,371,0,4,normal
udp,4635,336,0,89,attack
udp,6324,109,0,131,attack
udp,2338,346,0,80,attack
udp,1266,213,0,72,attack
udp,139,133,0,107,attack
tcp,2257,473,0,59,attack
tcp,537,331,0,10,normal
tcp,1015,229,0,71,attack
udp,123,394,0,2,normal
udp,57,178,0,121,attack
tcp,6281,381,0,93,attack
udp,346,358,0,27,normal
tcp,2258,622,0,61,attack
tcp,191,154,0,191,attack
tcp,132,48,0,4,normal
tcp,67,196,0,146,attack
udp,1609,626,0,45,attack
tcp,551,680,0,11,normal
tcp,673,573,0,28,normal
udp,2387,451,0,62,attack
udp,147,257,0,9,normal
udp,174,54,0,127,attack
udp,326,624,0,19,normal
udp,875,334,0,48,attack
tcp,162,67,0,6,normal
tcp,5095,484,0,117,attack
udp,5647,276,0,103,attack
tcp,405,322,0,16,normal
tcp,505,392,0,27,normal
tcp,1932,447,0,46,attack
tcp,289,356,0,1,normal
udp,144,129,0,156,attack
udp,7339,281,0,143,attack
tcp,69,364,0,10,normal
udp,160,135,0,10,normal
udp,117,338,0,9,normal
udp,213,647,0,19,normal
udp,79,72,0,155,attack
tcp,282,208,0,8,normal
tcp,5881,169,0,88,attack
udp,2343,510,0,52,attack
udp,958,599,0,77,attack
udp,246,196,0,6,normal
udp,173,345,0,4,normal
tcp,86,99,0,126,attack
tcp,98,156,0,7,normal
udp,171,321,0,10,normal
udp,174,159,0,134,attack
tcp,124,192,0,185,attack
udp,501,586,0,27,normal
udp,171,133,0,187,attack
udp,5066,167,0,128,attack
tcp,2477,459,0,67,attack
udp,103,245,0,1,normal
udp,97,70,0,192,attack
tcp,3141,458,0,109,attack
tcp,1804,567,0,30,attack
udp,576,452,0,24,normal
udp,2354,392,0,64,attack
tcp,3640,152,0,94,attack
udp,2959,365,0,55,attack
udp,6424,103,0,82,attack
udp,4715,394,0,137,attack
udp,6907,425,0,94,attack
udp,6647,459,0,142,attack
udp,84,280,0,1,normal
udp,106,193,0,144,attack
udp,1572,708,0,54,attack
udp,50,147,0,173,attack
tcp,106,128,0,184,attack
udp,695,639,0,15,normal
udp,186,167,0,130,attack
tcp,294,319,0,1,normal
tcp,1755,706,0,59,attack
udp,289,238,0,5,normal
tcp,6885,325,0,108,attack
udp,104,99,0,148,attack
tcp,2553,734,0,54,attack
tcp,3777,474,0,94,attack
udp,1813,554,0,75,attack
tcp,2795,207,0,35,attack
udp,289,155,0,4,normal
udp,221,200,0,21,normal
udp,278,675,0,21,normal
tcp,116,138,0,8,normal
tcp,3609,234,0,133,attack
tcp,179,63,0,144,attack
udp,515,479,0,28,normal
udp,201,385,0,11,normal
tcp,2617,587,0,55,attack
udp,64,188,0,149,attack
tcp,1683,791,0,62,attack
tcp,6222,213,0,127,attack
udp,2285,267,0,79,attack
udp,71,63,0,195,attack
udp,69,311,0,7,normal
udp,4552,426,0,111,attack
udp,213,130,0,2,normal
udp,983,407,0,53,attack
udp,106,46,0,4,normal
tcp,2470,337,0,63,attack
udp,291,42,0,10,normal
tcp,242,655,0,23,normal
tcp,254,333,0,2,normal
udp,2953,538,0,72,attack
udp,121,69,0,185,attack
udp,246,243,0,6,normal
udp,190,105,0,118,attack
tcp,1355,335,0,34,attack
tcp,5768,421,0,110,attack
udp,4083,321,0,94,attack
tcp,144,134,0,194,attack
udp,200,185,0,10,normal
tcp,90,119,0,196,attack
tcp,274,82,0,5,normal
udp,437,659,0,30,normal
udp,75,95,0,125,attack
udp,7664,199,0,107,attack
udp,2550,757,0,72,attack
udp,433,284,0,15,normal
udp,192,86,0,105,attack
udp,173,118,0,120,attack
tcp,274,81,0,2,normal
udp,2225,514,0,39,attack
udp,5292,398,0,126,attack
tcp,130,110,0,153,attack
tcp,1750,703,0,59,attack
udp,143,161,0,10,normal
tcp,2129,715,0,55,attack
tcp,469,418,0,14,normal
udp,112,314,0,7,normal
tcp,2505,429,0,53,attack
tcp,126,116,0,4,normal
tcp,401,582,0,13,normal
tcp,6270,489,0,145,attack
tcp,136,63,0,187,attack
udp,185,135,0,8,normal
tcp,76,59,0,3,normal
udp,50,86,0,8,normal
tcp,128,54,0,183,attack
tcp,208,240,0,10,normal
tcp,1237,625,0,54,attack
tcp,545,610,0,19,normal
udp,253,79,0,3,normal
tcp,4361,167,0,124,attack
tcp,2283,650,0,58,attack
tcp,162,104,0,157,attack
udp,119,85,0,6,normal
udp,116,189,0,106,attack
tcp,2210,470,0,46,attack
tcp,4734,222,0,84,attack
tcp,172,148,0,143,attack
tcp,2582,394,0,65,attack
udp,439,549,0,23,normal
udp,324,355,0,30,normal
udp,1592,596,0,46,attack
tcp,269,270,0,6,normal
udp,1965,298,0,62,attack
tcp,76,359,0,7,normal
tcp,253,169,0,4,normal
udp,98,211,0,7,normal
tcp,116,161,0,161,attack
tcp,2238,784,0,63,attack
tcp,4648,330,0,148,attack
tcp,1402,397,0,59,attack
udp,163,94,0,126,attack
tcp,3236,278,0,147,attack
tcp,200,221,0,9,normal
udp,192,75,0,108,attack
tcp,6810,425,0,125,attack
udp,691,317,0,30,normal
tcp,449,388,0,25,normal
tcp,211,418,0,18,normal
udp,6629,304,0,146,attack
tcp,213,66,0,9,normal
udp,1755,674,0,36,attack
tcp,320,440,0,11,normal
tcp,174,146,0,3,normal
tcp,291,166,0,8,normal
udp,266,554,0,21,normal
tcp,525,464,0,30,normal
udp,99,131,0,112,attack
tcp,81,176,0,128,attack
tcp,624,241,0,15,normal
tcp,182,113,0,121,attack
tcp,139,187,0,196,attack
udp,136,395,0,6,normal
tcp,2031,595,0,66,attack
udp,62,63,0,165,attack
udp,142,157,0,168,attack
udp,532,521,0,18,normal
udp,7111,158,0,112,attack
tcp,1425,635,0,52,attack
udp,111,62,0,194,attack
tcp,79,300,0,4,normal
tcp,94,176,0,152,attack
udp,148,67,0,170,attack
tcp,1966,596,0,36,attack
udp,143,59,0,10,normal
udp,86,79,0,137,attack
udp,191,251,0,3,normal
udp,5321,380,0,135,attack
udp,491,571,0,25,normal
tcp,228,330,0,27,normal
udp,695,569,0,29,normal
udp,282,270,0,3,normal
tcp,153,63,0,172,attack
udp,1179,784,0,68,attack
tcp,823,354,0,62,attack
udp,121,186,0,9,normal
tcp,56,296,0,3,normal
tcp,1979,283,0,75,attack
tcp,2041,655,0,71,attack
udp,546,567,0,13,normal
tcp,101,183,0,112,attack
udp,2982,476,0,40,attack
udp,3757,104,0,105,attack
udp,5478,325,0,113,attack
tcp,4513,498,0,129,attack
tcp,5953,483,0,90,attack
udp,110,110,0,115,attack
udp,68,47,0,3,normal
udp,194,105,0,164,attack
tcp,1403,489,0,76,attack
udp,138,112,0,133,attack
tcp,197,346,0,8,normal
tcp,4453,291,0,86,attack
udp,198,138,0,119,attack
tcp,86,119,0,8,normal
tcp,2686,714,0,79,attack
udp,369,454,0,20,normal
udp,659,390,0,14,normal
udp,2520,727,0,65,attack
tcp,374,422,0,18,normal
udp,196,183,0,7,normal
tcp,148,181,0,106,attack
tcp,3345,115,0,93,attack
tcp,5831,438,0,125,attack
tcp,194,95,0,144,attack
udp,1301,434,0,68,attack
udp,5730,286,0,112,attack
tcp,122,122,0,147,attack
tcp,217,252,0,13,normal
tcp,72,271,0,3,normal
tcp,6279,372,0,85,attack
tcp,5190,340,0,138,attack
udp,285,647,0,21,normal
tcp,134,158,0,108,attack
udp,1942,300,0,65,attack
tcp,6772,377,0,136,attack
udp,109,242,0,5,normal
tcp,181,330,0,5,normal
udp,385,494,0,28,normal
tcp,280,79,0,9,normal
tcp,4075,227,0,104,attack
udp,296,615,0,25,normal
udp,2997,727,0,69,attack
tcp,1347,386,0,67,attack
tcp,288,149,0,9,normal
tcp,133,358,0,3,normal
udp,142,339,0,7,normal
tcp,3795,161,0,96,attack
udp,58,139,0,151,attack
tcp,62,124,0,187,attack
udp,932,586,0,51,attack
udp,212,323,0,8,normal
tcp,154,166,0,165,attack
udp,235,56,0,8,normal
udp,7758,472,0,150,attack
udp,962,346,0,59,attack
tcp,487,593,0,23,normal
tcp,193,108,0,181,attack
udp,160,88,0,1,normal
udp,273,198,0,2,normal
tcp,206,84,0,5,normal
udp,6415,289,0,101,attack
tcp,1296,260,0,33,attack
udp,2535,297,0,67,attack
udp,150,98,0,7,normal
tcp,3586,269,0,127,attack
tcp,1615,295,0,53,attack
tcp,3730,377,0,113,attack
udp,2410,293,0,59,attack
tcp,691,311,0,10,normal
udp,59,143,0,152,attack
tcp,437,621,0,17,normal
tcp,7712,400,0,87,attack
udp,5324,459,0,148,attack
tcp,171,76,0,101,attack
tcp,2249,473,0,42,attack
tcp,171,179,0,154,attack
udp,589,226,0,24,normal
udp,3843,136,0,112,attack
udp,651,349,0,28,normal
tcp,7632,445,0,110,attack
udp,110,293,0,8,normal
tcp,659,350,0,16,normal
udp,275,262,0,10,normal
udp,180,314,0,1,normal
tcp,274,249,0,2,normal
tcp,104,98,0,200,attack
tcp,5037,373,0,83,attack
udp,99,328,0,8,normal
udp,362,612,0,22,normal
tcp,1533,465,0,77,attack
udp,124,166,0,105,attack
tcp,326,521,0,17,normal
udp,220,221,0,6,normal
tcp,6356,464,0,104,attack
udp,2985,661,0,58,attack
udp,84,82,0,133,attack
tcp,230,302,0,4,normal
tcp,1170,243,0,62,attack
udp,298,174,0,5,normal
udp,253,68,0,10,normal
tcp,86,204,0,4,normal
tcp,399,529,0,28,normal
tcp,147,256,0,8,normal
tcp,406,476,0,22,normal
tcp,5590,363,0,81,attack
udp,5615,342,0,131,attack
udp,3481,101,0,108,attack
tcp,249,541,0,23,normal
udp,569,376,0,16,normal
tcp,5692,283,0,131,attack
udp,111,219,0,8,normal
tcp,4561,169,0,96,attack
tcp,6260,352,0,108,attack
tcp,2720,393,0,79,attack
udp,77,130,0,118,attack
udp,3074,328,0,149,attack
udp,7713,435,0,126,attack
tcp,139,51,0,185,attack
udp,207,310,0,7,normal
udp,582,549,0,19,normal
udp,494,288,0,24,normal
udp,100,68,0,150,attack
tcp,1442,717,0,45,attack
tcp,71,200,0,147,attack
udp,1161,243,0,67,attack
tcp,902,535,0,66,attack
tcp,7091,278,0,119,attack
tcp,96,303,0,7,normal
udp,1846,725,0,58,attack
udp,87,125,0,141,attack
udp,209,291,0,18,normal
tcp,7505,200,0,142,attack
tcp,58,90,0,7,normal
udp,7436,310,0,139,attack
udp,3662,244,0,109,attack
tcp,1590,744,0,44,attack
udp,3835,157,0,147,attack
tcp,142,152,0,8,normal
tcp,2711,743,0,41,attack
tcp,2024,793,0,78,attack
tcp,209,289,0,2,normal
tcp,201,267,0,4,normal
tcp,115,162,0,173,attack
udp,78,119,0,113,attack
tcp,5235,102,0,110,attack
udp,4375,171,0,115,attack
udp,309,515,0,27,normal
udp,1157,557,0,48,attack
udp,2010,778,0,47,attack
udp,3701,402,0,115,attack
udp,129,146,0,191,attack
udp,3677,131,0,137,attack
udp,4807,116,0,126,attack
udp,243,340,0,3,normal
tcp,318,517,0,18,normal
tcp,1132,505,0,57,attack
udp,95,162,0,183,attack
tcp,2704,431,0,80,attack
udp,47,245,0,7,normal
tcp,4501,493,0,142,attack
udp,215,183,0,10,normal
udp,470,687,0,19,normal
tcp,7948,141,0,119,attack
udp,3442,180,0,111,attack
udp,82,65,0,116,attack
tcp,2823,290,0,70,attack
tcp,2074,396,0,65,attack
udp,4038,154,0,104,attack
udp,96,60,0,3,normal
udp,3783,367,0,133,attack
udp,102,176,0,140,attack
udp,126,177,0,176,attack
tcp,282,685,0,21,normal
udp,985,425,0,65,attack
tcp,5217,406,0,125,attack
udp,135,128,0,165,attack
tcp,6230,455,0,141,attack
tcp,1591,762,0,63,attack
tcp,5016,121,0,118,attack
udp,3689,423,0,94,attack
tcp,7855,479,0,127,attack
tcp,893,434,0,45,attack
udp,1952,291,0,72,attack
tcp,1492,231,0,57,attack
tcp,4079,102,0,80,attack
udp,158,180,0,4,normal
udp,75,387,0,7,normal
udp,73,176,0,141,attack
udp,5857,480,0,146,attack
udp,263,590,0,28,normal
udp,175,131,0,119,attack
tcp,194,164,0,162,attack
udp,2317,652,0,57,attack
udp,1033,567,0,57,attack
udp,6521,359,0,139,attack
udp,191,60,0,102,attack
tcp,554,547,0,29,normal
tcp,59,146,0,114,attack
tcp,2847,215,0,61,attack
udp,201,316,0,22,normal
tcp,6442,152,0,150,attack
udp,515,564,0,23,normal
udp,109,72,0,157,attack
tcp,7349,304,0,109,attack
udp,130,162,0,198,attack
tcp,113,51,0,142,attack
udp,3496,361,0,122,attack
tcp,203,89,0,10,normal
udp,84,101,0,150,attack
udp,583,690,0,28,normal
udp,98,286,0,6,normal
udp,177,132,0,100,attack
tcp,2505,376,0,69,attack
udp,156,95,0,187,attack
udp,182,70,0,141,attack
tcp,5995,113,0,134,attack
udp,2019,458,0,44,attack
udp,1182,303,0,61,attack
tcp,692,343,0,11,normal
udp,200,54,0,131,attack
udp,623,463,0,19,normal
tcp,188,158,0,172,attack
tcp,111,62,0,10,normal
udp,81,285,0,1,normal
tcp,2334,331,0,35,attack
tcp,233,225,0,2,normal
tcp,227,341,0,30,normal
tcp,5264,337,0,97,attack
udp,100,262,0,3,normal
udp,614,498,0,15,normal
tcp,235,122,0,1,normal
udp,165,176,0,138,attack
tcp,1258,426,0,68,attack
tcp,6453,305,0,99,attack
udp,2943,770,0,60,attack
udp,1766,371,0,54,attack
udp,606,471,0,24,normal
tcp,193,338,0,10,normal
tcp,349,525,0,11,normal
udp,138,67,0,141,attack
udp,699,565,0,25,normal
udp,1433,571,0,56,attack
udp,2975,272,0,56,attack
tcp,664,431,0,22,normal
tcp,584,567,0,15,normal
udp,354,305,0,18,normal
udp,67,318,0,3,normal
tcp,148,120,0,117,attack
udp,571,562,0,18,normal
udp,486,434,0,27,normal
tcp,5681,138,0,112,attack
tcp,7503,221,0,107,attack
udp,186,81,0,191,attack
tcp,253,98,0,5,normal
udp,87,125,0,200,attack
udp,205,252,0,10,normal
udp,1630,730,0,76,attack
tcp,6489,251,0,131,attack
udp,195,176,0,179,attack
tcp,556,445,0,11,normal
tcp,466,549,0,25,normal
udp,497,399,0,28,normal
udp,423,313,0,29,normal
tcp,248,390,0,6,normal
tcp,193,65,0,8,normal
tcp,68,122,0,111,attack
tcp,1330,734,0,62,attack
udp,4974,110,0,127,attack
udp,153,161,0,145,attack
udp,346,325,0,20,normal
tcp,229,316,0,10,normal
tcp,2360,485,0,70,attack
tcp,1073,447,0,56,attack
tcp,1102,238,0,66,attack
udp,1379,738,0,67,attack
tcp,214,127,0,1,normal
tcp,81,144,0,111,attack
udp,2534,793,0,65,attack
tcp,1055,240,0,52,attack
tcp,131,62,0,100,attack
udp,5454,405,0,121,attack
tcp,87,169,0,148,attack
udp,62,173,0,167,attack
udp,116,379,0,3,normal
tcp,931,377,0,44,attack
tcp,297,347,0,4,normal
udp,66,93,0,3,normal
tcp,264,197,0,10,normal
tcp,1518,537,0,41,attack
udp,283,216,0,1,normal
tcp,522,327,0,22,normal
tcp,283,623,0,28,normal
udp,279,319,0,10,normal
tcp,288,79,0,9,normal
udp,4486,208,0,117,attack
tcp,696,362,0,15,normal
tcp,507,532,0,11,normal
udp,2874,376,0,49,attack
tcp,3402,363,0,142,attack
udp,4347,318,0,128,attack
udp,295,87,0,8,normal
tcp,1585,390,0,30,attack
tcp,86,388,0,3,normal
udp,2376,351,0,54,attack
tcp,7002,390,0,91,attack
tcp,3915,165,0,137,attack
tcp,2618,309,0,58,attack
udp,2332,425,0,66,attack
udp,353,452,0,25,normal
udp,117,181,0,136,attack
tcp,310,521,0,13,normal
tcp,7062,452,0,111,attack
tcp,2017,778,0,52,attack
udp,304,635,0,27,normal
udp,81,343,0,3,normal
tcp,195,196,0,121,attack
udp,524,378,0,19,normal
udp,54,97,0,155,attack
tcp,2396,320,0,78,attack
tcp,163,319,0,4,normal
udp,172,161,0,194,attack
tcp,2350,232,0,66,attack
udp,186,162,0,122,attack
udp,140,156,0,3,normal
tcp,566,481,0,18,normal
udp,70,137,0,107,attack
udp,4134,491,0,114,attack
udp,342,646,0,27,normal
udp,385,691,0,29,normal
udp,181,192,0,187,attack
udp,269,208,0,3,normal
tcp,2061,656,0,47,attack
tcp,4807,420,0,104,attack
tcp,4602,417,0,127,attack
tcp,90,86,0,135,attack
udp,78,176,0,127,attack
tcp,2271,387,0,42,attack
udp,653,520,0,30,normal
tcp,78,381,0,10,normal
udp,184,60,0,108,attack
tcp,79,172,0,159,attack
tcp,338,696,0,25,normal
udp,1137,316,0,54,attack
tcp,57,334,0,8,normal
udp,42,286,0,10,normal
tcp,687,211,0,11,normal
udp,7012,136,0,142,attack
udp,275,403,0,21,normal
udp,107,67,0,152,attack
tcp,352,523,0,17,normal
udp,6501,313,0,100,attack
tcp,5116,400,0,80,attack
tcp,2868,689,0,54,attack
udp,4472,152,0,92,attack
udp,1156,795,0,63,attack
udp,6477,351,0,144,attack
tcp,4631,475,0,125,attack
udp,4128,493,0,92,attack
tcp,294,256,0,6,normal
tcp,396,355,0,14,normal
udp,922,279,0,56,attack
udp,7361,289,0,124,attack
tcp,111,168,0,177,attack
tcp,6111,351,0,91,attack
tcp,428,473,0,18,normal
udp,437,514,0,21,normal
udp,1187,445,0,76,attack
tcp,443,296,0,27,normal
udp,1155,440,0,61,attack
udp,172,130,0,154,attack
